"LABNR","C14AGE","C14STD","MATERIAL","COUNTRY","REGION","SITE","LAT","LONG","CLASS","LITHICS","POTTERY","IRON","SOURCES"
"Hv-12850",2060,60,"Charcoal_wood","CMR","A","Ndindan",3.91,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","-","Mbida Mindzie 2002; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1939",2420,70,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","indet","Obobogo","-","Mbida Mindzie 1996; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1940",2580,70,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","indet","Obobogo","-","Mbida Mindzie 1996; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1941",2340,70,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","indet","Obobogo","slag","Mbida Mindzie 1996; Clist 2004/2005: 724 Tab. 8-3; Eggert et al. 2006: 277 Tab. 2; Leka 2013: Annex 4"
"Lv-1942",2400,60,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","(polished indet)","Obobogo","-","Mbida Mindzie 1996; Clist 2004/2005: 724 Tab. 8-3; Eggert et al. 2006: 276 Tab. 1; Leka 2013: Annex 4"
"Lv-1943",2490,80,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","(polished indet)","Obobogo","-","Mbida Mindzie 1996; Clist 2004/2005: 724 Tab. 8-3; Eggert et al. 2006: 276 Tab. 1; Leka 2013: Annex 4"
"Lv-1944",2490,100,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","(polished indet)","Obobogo","-","Mbida Mindzie 1996; Clist 2004/2005: 724 Tab. 8-3; Eggert et al. 2006: 276 Tab. 1; Leka 2013: Annex 4"
"Lv-1945",2310,90,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","indet","Obobogo","slag","Mbida Mindzie 2002; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4; Garcin et al. 2018"
"Lv-1946",2170,80,"Charcoal_wood","CMR","A","Nkang",4.27,11.32,"Ia relevant dates, strong archaeological context","indet","Obobogo","slag","Mbida Mindzie u.a. 2000; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Hv-10582",2900,110,"Charcoal","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","-","de Maret 1992a: 255; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Hv-10583",3070,95,"Charcoal","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","-","de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Hv-10833",3055,110,"Charcoal","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","-","de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Hv-11045",2635,100,"Charcoal","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","-","de Maret 1992a: 255; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Hv-12845",2300,65,"Charcoal","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","-","de Maret 1992a: 256; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1394",2120,70,"Charcoal","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","slag?","de Maret 1992a: 262; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1395",2120,150,"-","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","slag?","de Maret 1992a: 262; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1432",2310,100,"-","CMR","A","Obobogo",3.82,11.5,"Ia relevant dates, strong archaeological context","-","Obobogo","slag","de Maret 1992a: 256; Eggert 1993; Clist 2004/2005: 724 Tab. 8-3; Clist 2012a: 78; Leka 2013: Annex 4"
"Hv-12851",2215,105,"-","CMR","A","Okolo",3.93,11.52,"Ia relevant dates, strong archaeological context","-","Obobogo","-","Atangana 1988: 67 Tab. 5; Essomba 1989; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Hv-12852",2325,135,"-","CMR","A","Okolo",3.93,11.52,"Ia relevant dates, strong archaeological context","-","Obobogo","slag","Atangana 1988: 67 Tab. 5, 260; Essomba 1989; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4"
"Lv-1605",2320,70,"-","CMR","A","Okolo",3.93,11.52,"Ia relevant dates, strong archaeological context","indet","Obobogo","slag","Atangana 1988: 67 Tab. 5, 260, 262; Atangana 1992; Asombang 1998; Clist 2004/2005: 724 Tab. 8-3; Leka 2013: Annex 4; Garcin et al. 2018"
"SacA-32570",1800,30,"Charcoal_endocarp_elaeis","CMR","A","Otto Mbong",2.4,12.51,"Ia relevant dates, strong archaeological context","-","Akonetye South","-","de Saulieu et al. 2015: 406 Tab. 1: 410 Fig. 5; Garcin et al. 2018"
"KIA-29598",2236,26,"Charcoal_endocarp_elaeis","CMR","A","Abang Minko'o",2.33,11.42,"Ib relevant dates, medium archaeological context","indet","indet","-","Eggert et al. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2"
"KIA-29599",2270,25,"Charcoal_endocarp_elaeis","CMR","A","Abang Minko'o",2.33,11.42,"Ib relevant dates, medium archaeological context","indet","indet","-","Eggert et al. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2"
"KIA-29600",2198,30,"Charcoal_endocarp_elaeis","CMR","A","Abang Minko'o",2.33,11.42,"Ib relevant dates, medium archaeological context","indet","indet","-","Eggert et al. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2"
"KIA-29601",2286,30,"Charcoal","CMR","A","Abang Minko'o",2.33,11.42,"Ib relevant dates, medium archaeological context","indet","indet","-","Eggert et al. 2006: 283; Eggert/Seidensticker 2016:78 Tab. 4.2"
"KIA-29602",2249,28,"Charcoal","CMR","A","Abang Minko'o",2.33,11.42,"Ib relevant dates, medium archaeological context","indet","indet","-","Eggert et al. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2"
"KIA-29698",2181,41,"Charcoal_seed_Pennisetum glaucum","CMR","A","Abang Minko'o",2.33,11.42,"Ib relevant dates, medium archaeological context","indet","indet","-","Eggert et al. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2"
"Gif-11047",610,30,"Charcoal","CMR","A","Akak 1",5.51,9.37,"Ib relevant dates, medium archaeological context","-","indet","-","Oslisly et al. 2000: 344f., 351 Tab. 1"
"KIA-24729",1770,27,"Charcoal","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","-","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-24730",1685,25,"Charcoal","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","-","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-24739",1755,29,"Charcoal","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","-","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-27026",1692,29,"Charcoal","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-27028",1718,32,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-27029",1719,30,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-27031/1",2429,30,"-","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","(Bidjouka)","object","Eggert et al. 2006; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-27031/2",1982,50,"-","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Eggert/Seidensticker 2016:83 Tab. 4.2"
"KIA-27032",1771,30,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-27033",1732,24,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","-","Meister/Eggert 2008; Eggert/Seidensticker 2016:83 Tab. 4.2"
"KIA-31778",1779,20,"Charcoal","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","-","Meister/Eggert 2008; Eggert/Seidensticker 2016:83 Tab. 4.2"
"KIA-31779",1814,23,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Gouem Gouem 2010/2011: 370 Tab. 5.6; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-31780",1801,24,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-31781",1787,17,"Charcoal","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Gouem Gouem 2010/2011: 370 Tab. 5.6; Eggert/Seidensticker 2016:82 Tab. 4.2"
"KIA-31782",1769,24,"Charcoal_endocarp_elaeis","CMR","A","Akonetye",2.48,11.17,"Ib relevant dates, medium archaeological context","-","indet","object","Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2"
"SacA-31428",210,30,"Charcoal","CMR","A","Avebe",2.41,12.54,"Ib relevant dates, medium archaeological context","-","indet","-","de Saulieu et al. 2015: 406 Tab. 1; Garcin et al. 2018"
"Erl-12252",270,40,"-","CMR","A","Bagofit",3.39,13.86,"Ib relevant dates, medium archaeological context","-","indet","-","Meyer et al. 2009; Garcin et al. 2018"
"Erl-12253",1920,40,"-","CMR","A","Bagofit",3.39,13.86,"Ib relevant dates, medium archaeological context","-","-","slag","Meyer et al. 2009; Garcin et al. 2018"
"Erl-12254",2560,40,"-","CMR","A","Bagofit",3.39,13.86,"Ib relevant dates, medium archaeological context","-","indet","-","Meyer et al. 2009; Garcin et al. 2018"
"Poz-41775",590,30,"Charcoal_wood","CMR","A","Bali River",5.77,14.22,"Ib relevant dates, medium archaeological context","-","indet","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"Beta-146654",1670,70,"-","CMR","A","Bandewouri 1",3.06,10.18,"Ib relevant dates, medium archaeological context","-","indet","-","Oslisly et al. 2000; Garcin et al. 2018"
"Beta-182557",1590,60,"-","CMR","A","Binguela II",3.74,11.37,"Ib relevant dates, medium archaeological context","-","indet","-","Lavachery et al. 2010"
"Beta-182558",1670,70,"-","CMR","A","Binguela II",3.74,11.37,"Ib relevant dates, medium archaeological context","-","indet","-","Lavachery et al. 2010"
"Beta-182559",1630,70,"-","CMR","A","Binguela II",3.74,11.37,"Ib relevant dates, medium archaeological context","-","indet","-","Lavachery et al. 2010"
"Beta-156376",1570,70,"-","CMR","A","Boussibilinga 1",2.74,9.88,"Ib relevant dates, medium archaeological context","indet","indet","object","Nlend Nlend 2013/2014: 204; Eggert/Seidensticker 2016:83 Tab. 4.2"
"Beta-156377",550,70,"-","CMR","A","Bwambe-Beach",2.9,9.9,"Ib relevant dates, medium archaeological context","-","indet","-","Nlend Nlend 2013/2014: 170; Eggert/Seidensticker 2016:83 Tab. 4.2"
"Beta-165709",1480,60,"-","CMR","A","Bwambe-Beach",2.9,9.9,"Ib relevant dates, medium archaeological context","-","indet","-","Nlend Nlend 2013/2014: 179 Tab. 40; Eggert/Seidensticker 2016:83 Tab. 4.2"
"Beta-165710",1350,50,"-","CMR","A","Bwambe-Beach",2.9,9.9,"Ib relevant dates, medium archaeological context","-","indet","-","Nlend Nlend 2013/2014: 179 Tab. 40; Eggert/Seidensticker 2016:83 Tab. 4.2"
"Beta-165711",1360,60,"-","CMR","A","Bwambe-Beach",2.9,9.9,"Ib relevant dates, medium archaeological context","-","indet","-","Nlend Nlend 2013/2014: 179 Tab. 40; Eggert/Seidensticker 2016:83 Tab. 4.2"
"KIA-24731",1610,26,"Charcoal","CMR","A","Bwambe-Beach",2.9,9.9,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Meister 2007; Eggert/Seidensticker 2016:83 Tab. 4.2"
"KIA-24738",1485,29,"Charcoal","CMR","A","Bwambe-Beach",2.9,9.9,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Meister 2007: 47; Eggert/Seidensticker 2016:83 Tab. 4.2"
"Beta-146658",1760,70,"-","CMR","A","Bwambé-Sommet (Est)",2.89,9.9,"Ib relevant dates, medium archaeological context","indet","indet","-","Nlend Nlend 2013/2014: 155; Eggert/Seidensticker 2016:78 Tab. 4.2"
"KIA-31776/1",2420,60,"Charcoal_endocarp_elaeis","CMR","A","Bwambé-Sommet (Est)",2.89,9.9,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2; Garcin et al. 2018"
"KIA-31776/2",2320,25,"Charcoal_endocarp_elaeis","CMR","A","Bwambé-Sommet (Est)",2.89,9.9,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2; Garcin et al. 2018"
"KIA-31777",2301,23,"Charcoal_endocarp_elaeis","CMR","A","Bwambé-Sommet (Est)",2.89,9.9,"Ib relevant dates, medium archaeological context","-","indet","(slag/object)","Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2; Garcin et al. 2018"
"Beta-143018",2000,40,"-","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Oslisly et al. 2006; Eggert/Seidensticker 2016:65 Tab. 4.1"
"Beta-146660",1940,70,"-","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Oslisly et al. 2006; Eggert/Seidensticker 2016:65 Tab. 4.1"
"KIA-34102",1540,25,"Charcoal_endocarp_elaeis","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert/Seidensticker 2016:64 Tab. 4.1"
"KIA-34103",1505,25,"Charcoal_endocarp_elaeis","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert/Seidensticker 2016:64 Tab. 4.1"
"KIA-34104",1535,25,"Charcoal_endocarp_elaeis","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert/Seidensticker 2016:64 Tab. 4.1"
"KIA-34105",1485,25,"Charcoal_endocarp_elaeis","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert/Seidensticker 2016:64 Tab. 4.1"
"KIA-34106",1525,25,"Charcoal_endocarp_elaeis","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert/Seidensticker 2016:64 Tab. 4.1"
"KIA-34107",1400,25,"Charcoal_endocarp_elaeis","CMR","A","Campo",2.38,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert/Seidensticker 2016:64 Tab. 4.1"
"KSU-501",960,50,"Charcoal","CMR","A","Campo Beach",2.35,9.83,"Ib relevant dates, medium archaeological context","-","indet","-","Hori et al. 1986; Oslisly et al. 2006; Eggert/Seidensticker 2016:64 Tab. 4.1"
"Beta-302755",160,30,"-","CMR","A","Dibamba",4,9.82,"Ib relevant dates, medium archaeological context","-","indet","-","de Saulieu et al. 2017: 25 Tab. 1"
"Beta-302756",240,30,"-","CMR","A","Dibamba",4,9.82,"Ib relevant dates, medium archaeological context","-","indet","-","de Saulieu et al. 2017: 25 Tab. 1"
"Beta-302757",150,30,"-","CMR","A","Dibamba",4,9.82,"Ib relevant dates, medium archaeological context","-","indet","-","de Saulieu et al. 2017: 25 Tab. 1"
"Beta-182580",2020,60,"-","CMR","A","Doumba",4.58,12.22,"Ib relevant dates, medium archaeological context","-","indet","indet","Lavachery et al. 2005"
"Beta-165713",1740,50,"Charcoal_wood","CMR","A","Eboundja 3",2.79,9.89,"Ib relevant dates, medium archaeological context","indet","indet","-","Nlend Nlend 2013/2014: 189; Eggert/Seidensticker 2016:83 Tab. 4.2"
"Beta-165714",1280,70,"Charcoal_wood","CMR","A","Eboundja 3",2.79,9.89,"Ib relevant dates, medium archaeological context","-","indet","-","Nlend Nlend 2013/2014: 184; Eggert/Seidensticker 2016:83 Tab. 4.2"
"SacA-32567",2335,30,"Charcoal_endocarp_elaeis","CMR","A","Efoulan 1",2.39,12.46,"Ib relevant dates, medium archaeological context","-","indet","-","de Saulieu et al. 2015: 406 Tab. 1, 409 Fig. 4; Garcin et al. 2018"
"KI-4608",160,30,"Charcoal","CMR","A","Ekak",4,11.42,"Ib relevant dates, medium archaeological context","-","indet","-","Eggert 2002: 511, 520; Garcin et al. 2018"
"Ly-5201",495,40,"-","CMR","A","Elig-Kono",4.15,11.45,"Ib relevant dates, medium archaeological context","-","indet","-","Elouga 1998: 219; Elouga 1999"
"Ly-5202",475,50,"-","CMR","A","Elig-Kono",4.15,11.45,"Ib relevant dates, medium archaeological context","-","indet","-","Elouga 1998: 219; Elouga 1999"
"SacA-32569",1985,30,"-","CMR","A","Elleng",2.39,12.43,"Ib relevant dates, medium archaeological context","-","indet","-","de Saulieu et al. 2015: 405 Tab. 1, 413 Fig. 6; Garcin et al. 2018"
"Beta-182564",1420,60,"-","CMR","A","Essong Missang",4.09,11.58,"Ib relevant dates, medium archaeological context","-","indet","-","Lavachery et al. 2010"
"Gif-11050",530,35,"Charcoal","CMR","A","Ewani 1",5.21,9.44,"Ib relevant dates, medium archaeological context","-","indet","slag","Oslisly et al. 2000: 345-348, 351 Tab. 1"
"Gif-11051",310,50,"Charcoal","CMR","A","Ewani 6",5.19,9.43,"Ib relevant dates, medium archaeological context","-","indet","-","Oslisly et al. 2000: 348, 351 Tab. 1"
"Gif-11052",580,40,"Charcoal","CMR","A","Ewani 7",5.2,9.41,"Ib relevant dates, medium archaeological context","-","indet","-","Oslisly et al. 2000: 348, 351 Tab. 1"
"Gif-11053",760,15,"Charcoal","CMR","A","Ewani 9",5.22,9.45,"Ib relevant dates, medium archaeological context","(indet)","indet","-","Oslisly et al. 2000: 348-350,351 Tab. 1"
"Beta-182543",400,50,"-","CMR","A","Ewankang",4.8,12.85,"Ib relevant dates, medium archaeological context","indet","indet","slag","Lavachery et al. 2010"
"Beta-182565",2120,70,"-","CMR","A","Ezezang",4.03,11.5,"Ib relevant dates, medium archaeological context","indet","indet","slag","Lavachery et al. 2010"
"Beta-182566",2410,60,"-","CMR","A","Ezezang",4.03,11.5,"Ib relevant dates, medium archaeological context","indet","indet","slag","Lavachery et al. 2010"
"Beta-182567",2220,70,"-","CMR","A","Ezezang",4.03,11.5,"Ib relevant dates, medium archaeological context","indet","indet","-","Lavachery et al. 2010"
"Beta-182568",2260,40,"-","CMR","A","Ezezang",4.03,11.5,"Ib relevant dates, medium archaeological context","-","indet","-","Lavachery et al. 2010"
"Beta-182569",2210,40,"-","CMR","A","Ezezang",4.03,11.5,"Ib relevant dates, medium archaeological context","indet","indet","-","Lavachery et al. 2010"
"Ly-1604",2510,50,"-","CMR","A","Fiye Nkwi",5.1,10.1,"Ib relevant dates, medium archaeological context","indet","indet","-","Asombang 1988: 154; Asombang 1998: 200 Tab. 10.1"
"Ly-9171",2300,40,"-","CMR","A","Gba",5.65,11.46,"Ib relevant dates, medium archaeological context","-","indet","slag","Delneuf et al. 2003: 140, 141 Fig. 2"
"Ly-9331",2235,45,"-","CMR","A","Gba",5.65,11.46,"Ib relevant dates, medium archaeological context","-","indet","slag","Delneuf et al. 2003: 140, 141 Fig. 2"
"Poz-57843",1860,30,"Charcoal_endocarp_elaeis","CMR","A","GPS051",2.5,12.03,"Ib relevant dates, medium archaeological context","-","indet","slag","de Saulieu et al. 2015: 405 Tab. 1, 411, 412; Garcin et al. 2018"
"SacA-32572",1865,30,"Charcoal_endocarp_elaeis","CMR","A","GPS051",2.5,12.03,"Ib relevant dates, medium archaeological context","-","indet","slag","de Saulieu et al. 2015: 405 Tab. 1, 411, 412; Garcin et al. 2018"
"SacA-36073",1990,30,"Charcoal_endocarp_elaeis","CMR","A","GPS051",2.5,12.03,"Ib relevant dates, medium archaeological context","-","indet","slag","de Saulieu et al. 2015: 405 Tab. 1, 411, 412; Garcin et al. 2018"
"Ly-10315",755,50,"-","CMR","A","Kongolo/Pk 2/53 725",4.54,13.5,"Ib relevant dates, medium archaeological context","-","indet","-","Asombang et al. 2001: 5, 11"
"Beta-182542",1690,70,"-","CMR","A","Koukony",4.85,13.06,"Ib relevant dates, medium archaeological context","-","indet","slag","Lavachery et al. 2010"
